Image Points (x, y):
644.4769897460938, 477.93267822265625
621.0926513671875, 471.70458984375
597.5855712890625, 465.1450500488281
573.427001953125, 458.9815979003906
548.7550659179688, 451.9707946777344
523.8426513671875, 445.7298278808594
714.2213745117188, 471.81756591796875
692.8298950195312, 465.9811706542969
670.69921875, 459.6953125
648.4965209960938, 453.9195861816406
625.04150390625, 446.7417907714844
601.8674926757812, 440.69488525390625
576.7019653320312, 432.9461975097656
553.9099731445312, 427.4315185546875
528.9611206054688, 420.2726745605469
717.7980346679688, 448.88043212890625
696.1055297851562, 442.1411437988281
674.5637817382812, 436.1388854980469
652.1366577148438, 429.4656677246094
629.8320922851562, 423.0690612792969
606.5861206054688, 416.9068298339844
582.8566284179688, 409.9266052246094
558.3634643554688, 402.5419006347656
534.1574096679688, 396.0191345214844
705.851806640625, 566.2257080078125
686.0619506835938, 562.5845947265625
665.9898071289062, 558.20654296875
644.9114990234375, 553.931640625
623.1229248046875, 549.5355834960938
601.1270751953125, 545.0556640625
577.957275390625, 540.0234375
554.1625366210938, 535.2061157226562
529.8080444335938, 530.2063598632812
708.8320922851562, 542.0038452148438
688.9685668945312, 537.240966796875
669.18603515625, 532.9854125976562
647.994873046875, 528.2720947265625
626.8406982421875, 523.7178955078125
604.7548828125, 518.372802734375
582.0529174804688, 513.646240234375
558.3070068359375, 508.0568542480469
534.6337890625, 503.00408935546875
711.75537109375, 517.4199829101562
692.1430053710938, 512.9194946289062
672.0490112304688, 507.9427490234375
651.7274780273438, 503.0981750488281
630.081787109375, 497.4299011230469
608.8486328125, 492.6434631347656
585.7657470703125, 486.99139404296875
562.9005126953125, 481.7763671875
538.7904663085938, 475.9283752441406
714.4357299804688, 493.7282409667969
694.9434204101562, 488.3134460449219
675.4898681640625, 483.2658386230469
654.8985595703125, 477.922607421875
633.9829711914062, 472.8316955566406
612.2322387695312, 466.72955322265625
590.3284912109375, 461.3937072753906
566.9033203125, 454.9588623046875
543.7256469726562, 449.4345703125
717.0242309570312, 469.67657470703125
698.0401000976562, 464.7607116699219
678.3160400390625, 459.00714111328125
nan, nan
nan, nan
616.189697265625, 442.0657958984375
593.919189453125, 436.011474609375
571.2357177734375, 429.471923828125
547.9996337890625, 423.2231750488281
719.9432373046875, 446.78607177734375
700.7720336914062, 440.8289794921875
681.7295532226562, 435.29180908203125
nan, nan
619.6994018554688, 416.8612365722656
597.7988891601562, 411.2309265136719
575.1436767578125, 404.1418151855469
552.1202392578125, 397.787353515625
707.6182250976562, 564.4509887695312
690.2236938476562, 560.930419921875
672.0260620117188, 557.14501953125
653.5770263671875, 553.4500732421875
633.9601440429688, 549.4478149414062
613.7264404296875, 545.613525390625
593.2005004882812, 541.561767578125
571.23095703125, 536.9967041015625
548.705322265625, 532.5867309570312
710.5902099609375, 540.17919921875
693.0584106445312, 536.0313110351562
675.4037475585938, 532.0696411132812
656.6368408203125, 527.7882690429688
637.7940063476562, 523.6543579101562
617.179931640625, 518.8113403320312
597.1055297851562, 514.5902099609375
575.4125366210938, 509.5427551269531
713.2968139648438, 515.8658447265625
696.1060791015625, 511.85528564453125
678.4338989257812, 507.31231689453125
660.0546264648438, 502.59698486328125
640.9362182617188, 497.74591064453125
621.2031860351562, 492.9621887207031
600.76611328125, 487.88787841796875
579.3902587890625, 482.8057861328125
716.2083129882812, 492.0802307128906
698.9153442382812, 487.298828125
681.5579833984375, 482.8272399902344
663.1287231445312, 477.5191345214844
644.6749877929688, 472.599365234375
624.520263671875, 466.89984130859375
604.7002563476562, 461.8067321777344
583.2071533203125, 455.50018310546875
561.2930297851562, 450.088134765625
718.93798828125, 468.45635986328125
702.0726318359375, 463.55426025390625
684.428466796875, 458.10675048828125
666.460693359375, 453.1378173828125
647.9058837890625, 447.1542663574219
587.6461791992188, 429.5935363769531
565.9124755859375, 423.34320068359375
721.9019165039062, 445.3885498046875
704.880615234375, 439.751708984375
687.785400390625, 434.48651123046875
669.662109375, 428.484619140625
651.30908203125, 422.8463134765625
591.999267578125, 404.2856140136719
570.0880737304688, 397.06610107421875
714.7447509765625, 562.6000366210938
698.6095581054688, 559.2361450195312
682.071044921875, 555.2657470703125
664.6717529296875, 551.8684692382812
646.869140625, 547.3274536132812
628.7315673828125, 543.6530151367188
609.1447143554688, 539.1983032226562
589.15966796875, 534.8311767578125
567.9173583984375, 529.9130249023438
717.2565307617188, 538.5769653320312
701.0892944335938, 534.1597900390625
685.0387573242188, 530.0717163085938
667.802490234375, 525.761474609375
650.1251831054688, 521.7168579101562
631.867919921875, 516.7820434570312
612.409423828125, 512.184326171875
592.3451538085938, 506.75872802734375
571.7745361328125, 501.76641845703125
718.8719482421875, 513.0648193359375
703.4209594726562, 509.8400573730469
687.58154296875, 505.61981201171875
670.4493408203125, 500.4052734375
652.8056640625, 495.3212585449219
634.890625, 490.4140319824219
615.7329711914062, 485.080078125
596.022216796875, 479.6542663574219
575.3644409179688, 473.89141845703125
721.6203002929688, 490.4399108886719
705.65087890625, 485.44500732421875
689.8504028320312, 480.73797607421875
673.1205444335938, 475.4991760253906
655.7625122070312, 469.9924621582031
637.4835815429688, 464.0883483886719
618.8330078125, 458.8676452636719
600.031005859375, 453.32080078125
579.3510131835938, 446.5472717285156
723.1561889648438, 466.2665100097656
708.1434936523438, 461.59307861328125
691.8377685546875, 455.7314758300781
675.7659912109375, 451.022705078125
658.1233520507812, 444.5090026855469
641.005126953125, 438.9448547363281
622.1154174804688, 432.8875732421875
602.8232421875, 426.1911926269531
582.6504516601562, 419.18157958984375
725.7531127929688, 444.0584716796875
709.9718627929688, 437.7041320800781
694.7972412109375, 432.67254638671875
678.1982421875, 426.2001037597656
661.3004760742188, 420.1756896972656
643.427978515625, 413.3862609863281
625.4807739257812, 407.12115478515625
605.9403076171875, 399.8605651855469
586.283203125, 393.0775451660156
nan, nan
nan, nan
689.1813354492188, 554.2576904296875
673.8726806640625, 550.9237060546875
656.8400268554688, 546.7260131835938
639.8394165039062, 543.0399780273438
621.2723999023438, 538.4113159179688
602.4657592773438, 534.4212036132812
582.787353515625, 529.7305297851562
722.1434326171875, 536.9439086914062
706.7702026367188, 532.8499755859375
691.9655151367188, 529.30029296875
676.1510620117188, 525.052734375
659.7630615234375, 520.799560546875
642.3944091796875, 515.9107055664062
624.3654174804688, 511.521484375
605.4522705078125, 506.2231750488281
586.0509033203125, 501.339599609375
723.5633544921875, 512.8021240234375
709.3236694335938, 508.92083740234375
694.0652465820312, 504.1212158203125
678.559814453125, 499.7574768066406
662.0965576171875, 494.65863037109375
645.26513671875, 489.72918701171875
627.1106567382812, 484.2850036621094
608.9552612304688, 479.10455322265625
589.248779296875, 473.22515869140625
725.9705810546875, 489.4136047363281
711.7013549804688, 484.1737060546875
696.4868774414062, 479.9137268066406
681.0999755859375, 474.6531677246094
664.9231567382812, 469.2596740722656
648.009765625, 463.7798156738281
630.315673828125, 458.0916748046875
611.8247680664062, 451.8256530761719
592.881103515625, 446.06561279296875
726.8338012695312, 465.4900207519531
713.6502685546875, 461.02783203125
698.4966430664062, 455.3963928222656
683.5298461914062, 449.9701843261719
666.974365234375, 443.59283447265625
650.8057250976562, 438.2512512207031
633.067138671875, 431.88006591796875
615.1510009765625, 425.79791259765625
595.6864624023438, 417.7535400390625
729.9757690429688, 442.9871826171875
715.1401977539062, 436.9082336425781
700.9707641601562, 431.58087158203125
684.8884887695312, 425.3263854980469
669.9500122070312, 419.3194580078125
652.9122314453125, 412.58233642578125
599.5173950195312, 392.13818359375
nan, nan
712.7950439453125, 557.4066162109375
697.9634399414062, 554.2935180664062
683.8048095703125, 551.6692504882812
668.1922607421875, 548.2916870117188
652.1981811523438, 545.209716796875
634.9502563476562, 541.6144409179688
617.3057250976562, 538.3958740234375
598.8810424804688, 534.4884643554688
nan, nan
713.9984741210938, 532.2996826171875
700.09619140625, 529.5934448242188
685.5309448242188, 524.892822265625
670.4471435546875, 522.3243408203125
654.0686645507812, 518.32275390625
637.8576049804688, 514.4541015625
619.834716796875, 510.3616027832031
602.0700073242188, 506.3468322753906
728.6668701171875, 511.82421875
716.1478881835938, 508.4627990722656
701.8193359375, 503.8609619140625
687.8533325195312, 500.5486755371094
672.1904296875, 496.28375244140625
656.7518310546875, 492.1178894042969
639.9320068359375, 487.3380126953125
622.6587524414062, 483.0240783691406
604.5441284179688, 477.8808898925781
731.5009765625, 488.57623291015625
717.5479736328125, 483.88287353515625
704.0652465820312, 480.01708984375
688.9942626953125, 475.24432373046875
674.6975708007812, 471.0641174316406
658.7913818359375, 466.02862548828125
642.84814453125, 460.9905090332031
625.0742797851562, 455.6863098144531
607.7907104492188, 450.32281494140625
732.4368896484375, 464.6209716796875
719.6973876953125, 460.8586730957031
705.4412841796875, 455.71124267578125
691.8613891601562, 451.0598449707031
676.1166381835938, 445.6784362792969
661.2095336914062, 440.6675109863281
644.9627075195312, 434.7351379394531
734.8837280273438, 442.4517517089844
720.8262939453125, 436.8776550292969
nan, nan
nan, nan
678.9935302734375, 421.15655517578125
663.1912841796875, 415.1754150390625
711.5695190429688, 555.1275634765625
697.5770874023438, 553.0844116210938
682.1217651367188, 551.0394287109375
666.3154296875, 548.9157104492188
632.82177734375, 544.1577758789062
614.1590576171875, 541.5286865234375
739.7123413085938, 535.1947021484375
725.8072509765625, 532.1570434570312
712.8267211914062, 530.1817626953125
698.206787109375, 527.6585083007812
683.6509399414062, 525.162353515625
666.786865234375, 522.4436645507812
634.1348266601562, 516.2967529296875
616.4601440429688, 513.3988647460938
nan, nan
727.3695068359375, 508.40765380859375
713.3892211914062, 504.6477355957031
699.5931396484375, 502.6605529785156
683.8115844726562, 499.3433837890625
669.0471801757812, 495.948486328125
652.6967163085938, 492.6624755859375
635.9864501953125, 489.2095642089844
618.1151733398438, 485.2351379394531
nan, nan
727.3480224609375, 484.2691955566406
714.7467651367188, 481.2651672363281
700.339111328125, 477.73822021484375
685.7774658203125, 474.26214599609375
670.425537109375, 470.2019958496094
654.3746337890625, 466.29052734375
637.320068359375, 462.16168212890625
619.8861694335938, 457.87091064453125
741.394287109375, 464.6644287109375
729.3325805664062, 461.0694885253906
715.0618286132812, 456.7882080078125
701.7464599609375, 453.2693786621094
686.69775390625, 449.0044250488281
671.6323852539062, 444.9238586425781
655.6795043945312, 440.3580017089844
639.0557861328125, 435.7286376953125
622.060546875, 431.5147399902344
742.7162475585938, 441.8450012207031
729.349609375, 437.33355712890625
716.3834228515625, 433.3311462402344
701.7960815429688, 428.6286315917969
688.1354370117188, 424.30908203125
672.400390625, 419.2421875
657.1378173828125, 414.7043762207031
640.9689331054688, 409.8754577636719
623.5394897460938, 404.00494384765625
nan, nan
739.9022827148438, 557.1216430664062
724.6194458007812, 556.015869140625
709.1231689453125, 554.9783325195312
692.559814453125, 553.281005859375
675.8265991210938, 552.0182495117188
658.0108032226562, 550.5393676757812
639.8253784179688, 549.0695190429688
620.431884765625, 547.3125610351562
nan, nan
739.44287109375, 533.1505126953125
nan, nan
nan, nan
692.9661254882812, 528.0625
676.1390380859375, 526.05078125
658.728271484375, 524.0441284179688
640.1251220703125, 521.9139404296875
621.3237915039062, 520.0340576171875
nan, nan
739.9481811523438, 509.0218505859375
nan, nan
nan, nan
693.0476684570312, 502.2059326171875
676.9634399414062, 499.9730224609375
658.82421875, 496.8286437988281
641.1907348632812, 495.1100158691406
621.8980712890625, 492.32513427734375
nan, nan
739.4480590820312, 484.8663635253906
725.2986450195312, 483.223388671875
709.558349609375, 480.24151611328125
693.9404907226562, 477.8070983886719
677.272216796875, 474.97222900390625
659.8685302734375, 471.9029846191406
641.9035034179688, 468.3959655761719
623.1072387695312, 465.682373046875
